Item Shelving Id,Item Call Number,Catalog Id,Item Library Code,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Collection,Item Status,Item Type,Item Created Date,Item Last Checkout Date,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Item Legacy Total Charges,Number of Items
BM 000535 .H5,BM535 .H5,646712,ALDERMAN,1982,Papers presented to the international symposium on Judaism and Christianity under the impact of National-Socialism (1919-1945) /,?evrah ha-his?orit ha-Yi?re?elit.,X000681129,STACKS,STACKS,BOOK,6/29/96,10/27/00,0,0,0,3,1
BM 000535 .H55  1994,BM535 .H55 1994,2499093,ALDERMAN,1994,The Christian effect on Jewish life /,"Hilton, Michael.",X002741129,STACKS,STACKS,BOOK,7/1/96,11/15/04,0,0,1,4,1
BM 000535 .H615  2000,BM535 .H615 2000,3580621,ALDERMAN,2000,"The Holocaust and the Christian world : reflections on the past, challenges for the future /",,X004417228,STACKS,STACKS,BOOK,11/9/00,4/2/12,1,0,2,37,2
BM 000535 .H62  1998,BM535 .H62 1998,2869482,ALDERMAN,1998,Holocaust scholars write to the Vatican /,,X004290276,STACKS,STACKS,BOOK,2/2/99,3/27/06,0,0,0,15,1
BM 000535 .H63  1995,BM535 .H63 1995,2450125,ALDERMAN,1995,Aquinas and the Jews /,"Hood, John Y. B.,",X002643665,STACKS,STACKS,BOOK,7/1/96,5/6/15,1,0,1,20,1
BM 000535 .H67  1998,BM535 .H67 1998,2818799,ALDERMAN,1998,Jews and Christians in contact and controversy /,"Horbury, William.",X004222789,STACKS,STACKS,BOOK,8/4/98,4/12/18,2,20,2,32,1
BM 000535 .I483  1990,BM535 .I483 1990,1789300,ALDERMAN,1990,In our time : the flowering of Jewish-Catholic dialogue /,,X001878563,STACKS,STACKS,BOOK,6/30/96,4/15/06,0,0,1,7,1
BM 000535 .I4835  2005,BM535 .I4835 2005,4226993,ALDERMAN,2005,The elder brother : a Christian alternative to anti-semitism /,"Inch, Morris A.,",X004861013,STACKS,STACKS,BOOK,3/10/05,1/1/00,0,0,1,0,1
BM 000535 .I486  2005,BM535 .I486 2005,4683457,ALDERMAN,2007,Friends on the way : Jesuits encounter contemporary Judaism /,International Colloquium of Jesuits in Jewish-Christian dialogue,X030257473,STACKS,STACKS,BOOK,1/29/08,2/9/10,0,0,0,1,1
BM 000535 .I493  1993,BM535 .I493 1993,2145301,ALDERMAN,1993,Interwoven destinies : Jews and Christians through the ages /,,X002281580,STACKS,STACKS,BOOK,7/1/96,11/26/03,0,0,1,3,1
BM 000535 .I57  1988,BM535 .I57 1988,1379440,ALDERMAN,1988,"Fifteen years of Catholic-Jewish dialogue, 1970-1985 : selected papers /",International Catholic-Jewish Liaison Committee.,X001617249,STACKS,STACKS,BOOK,6/30/96,10/13/08,0,0,2,0,1
BM 000535 .J25,BM535 .J25,1164514,ALDERMAN,1974,Christianity through Jewish eyes : the quest for common ground /,"Jacob, Walter,",X000431279,STACKS,STACKS,BOOK,6/29/96,1/22/09,0,0,2,4,1
BM 000535 .J26  2003,BM535 .J26 2003,4011912,ALDERMAN,2003,Remains of the Jews : the holy land and Christian empire in late antiquity /,"Jacobs, Andrew S.,",X004746081,STACKS,STACKS,BOOK,3/2/04,10/15/08,0,0,1,4,2
BM 000535 .J44  1994,BM535 .J44 1994,2384366,ALDERMAN,1994,"Jewish-Christian encounters over the centuries : symbiosis, prejudice, Holocaust, dialogue /",,X002588302,STACKS,STACKS,BOOK,7/1/96,11/28/16,1,1,3,38,1
BM 000535 .J46  1988,BM535 .J46 1988,1223933,ALDERMAN,1988,Jewish-Christian relations in the seventeenth century : studies and documents /,,X001362648,STACKS,CHECKEDOUT,BOOK,6/30/96,3/6/19,1,19,1,22,1
