"","Catalog.Id","Item.Barcode","Item.Call.Number","Item.Library.Code","Catalog.Title","Catalog.Author","Catalog.Pub.Year","Item.Created.Date","Item.Last.Checkout.Date","NumInhouseUses","NumCheckouts","NumRenewals","Duplicates","Bib.Marc.Subfield.Data","MultiVolume","KeepOnGrounds"
"73",5124083,"X030591260","DS705 .H35 1974","ALDERMAN","Han yu pin yin ""Zhonghua Renmin Gongheguo di tu"" di ming suo yin = Hanyu pinyin ""Zhonghua renmin gongheguo ditu"" diming suoyin /","",1974,"4/1/10","1/1/00",0,0,0,1,"2",FALSE,0
"74",3984330,"X004766015","DS705 .H357 2002","ALDERMAN","Li dai jun xian di ming kao /","Han, Zuozhou.",2002,"11/6/03","1/1/00",0,0,0,1,"2",FALSE,0
"75",2514491,"X000629136","DS705 .I92 1983","ALDERMAN","Gendai Ch?goku chimei jiten.","Izumi, Shin.",1983,"7/1/96","3/30/09",0,0,0,1,"2",FALSE,0
"76",4705434,"X030373616","DS705 .J36 1945","ALDERMAN","Japanese readings for Chinese place names : arranged by characters /","",1945,"4/2/08","1/1/00",0,0,0,1,"2",FALSE,0
"77",4705433,"X030373615","DS705 .J37 1945","ALDERMAN","Japanese readings for Chinese place names : arranged by Chinese readings /","",1945,"4/2/08","1/1/00",0,0,0,1,"2",FALSE,0
"78",5408199,"X030958184","DS705 .K66 1943","ALDERMAN","Shina gakugei daijii /","Kond?, Moku,",1943,"9/8/11","3/1/12",0,0,0,1,"2",FALSE,0
"79",2094665,"X001282013","DS705 .L483 1987","ALDERMAN","Zhongguo ming sheng suo yin /","Li, Wenfang.",1987,"6/30/96","3/30/09",1,0,0,1,"2",FALSE,0
"80",4814549,"X030519027","DS705 .L5 1967","ALDERMAN","Zhongguo di ming da ci dian /","Liu, Junren.",1967,"1/22/09","1/1/00",0,0,0,1,"2",FALSE,0
"81",145781,"X000687928","DS705 .L78","ALDERMAN","Xin bian Zhongguo di ming ci dian /","Lu, Jingyu.",1977,"6/20/01","4/16/12",0,1,0,2,"2",FALSE,0
"82",2103253,"X004965559","DS705 .M45","ALDERMAN","English-Chinese dictionary of geographical names = Ying Han zhong wai di ming ci hui /","",1987,"6/30/96","1/26/11",0,0,0,1,"2",FALSE,0
"83",761337,"X001215813","DS705 .O63 1987","ALDERMAN","Companion to Chinese history /","O'Neill, Hugh (Hugh B.)",1987,"6/29/96","11/30/04",1,0,0,1,"2",FALSE,0
"84",2866678,"X004290717","DS705 .P47 1999","ALDERMAN","Encyclopedia of China : the essential reference to China, its history and culture /","Perkins, Dorothy.",1999,"1/26/99","1/1/00",7,0,0,1,"2",FALSE,0
