"","Item.Shelving.Id","Item.Call.Number","Catalog.Id","Item.Library.Code","Catalog.Pub.Year","Catalog.Title","Catalog.Author","Item.Barcode","Item.Collection","Item.Status","Item.Type","Item.Created.Date","Item.Last.Checkout.Date","Item.Lifetime.Checkout","Item.Lifetime.Renewals","Item.Lifetime.Inhouse.Uses","Item.Legacy.Total.Charges","Number.of.Items","days_since_last_checkout","Item.Lifetime.Checkout.Corrected","checkouts_per_day","x0","x1","x2","x3","x4","x5","scoreA","scoreB","scoreC","modelC","dscoreC","model","NumInhouseUses","NumCheckouts","NumRenewals","MODEL","n","MultiVolume"
"41","PZ 000010.3 .B7675  AN 1960","PZ10.3 .B7675 An 1960",1113605,"ALDERMAN",1960,"Angélique.","Janice.","1113605-1001","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,0,0,1,7079,0,0,0.0477259176860504,0.907042410950973,-0.500087504335861,-0.253047131285017,1.74354295844477,-0.465769578583774,0.345441890747965,0.722704702755436,0.0392260235907612,2817,0.960773976409239,"0",0,0,0,"0",1,TRUE
"42","PZ 000010.3 .B8  A 1913","PZ10.3 .B8 A 1913",809095,"ALDERMAN",1913,"The adventures of Johnny Chuck,","Burgess, Thornton W. (Thornton Waldo),","X001863064","STACKS","STACKS","BOOK","6/29/96","9/12/09",0,0,0,6,1,3537,6,0.000717703349282297,0.324211678843388,0.907042410950973,0.0391094073903686,-0.253047131285017,0.237211780598564,-0.250523278333122,0.534164228137596,0.317086077062413,0.193198974555222,2205,0.806801025444778,"0",0,6,0,"0",1,FALSE
"43","PZ 000010.3 .B8  AD 1923","PZ10.3 .B8 Ad 1923",1804876,"ALDERMAN",1923,"The adventures of Unc' Billy Possum /","Burgess, Thornton W. (Thornton Waldo),","1804876-1001","STACKS","STACKS","BOOK","6/30/96","1/1/00",0,0,0,0,1,7079,0,0,0.265384921150338,0.906693207922039,-0.500087504335861,-0.253047131285017,1.74354295844477,-0.465769578583774,0.324274906223366,0.700564786558971,0.0318081229508336,2864,0.968191877049166,"0",0,0,0,"0",1,FALSE
"44","PZ 000010.3 .B8  APL 1921","PZ10.3 .B8 Apl 1921",1113609,"ALDERMAN",1941,"The adventures of Peter Cottontail,","Burgess, Thornton W. (Thornton Waldo),","X001309381","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,1,3,2,3973,3,0.000358851674641148,0.159496757302847,0.907042410950973,-0.230489048472746,-0.253047131285017,0.422632557995781,-0.358146428458448,0.563142133233856,0.459479299606755,0.15191486317429,2412,0.84808513682571,"0",1,3,0,"0",1,FALSE
"45","PZ 000010.3 .B8  BI 1925","PZ10.3 .B8 Bi 1925",1113631,"ALDERMAN",1924,"Billy Mink,","Burgess, Thornton W. (Thornton Waldo),","X001863068","STACKS","STACKS","BOOK","6/29/96","7/13/15",1,0,0,8,1,1407,8,0.000956937799043062,0.259502245381033,0.907042410950973,0.218841711299112,-0.253047131285017,-0.668628255768577,-0.178774511582904,0.693143001994235,0.703275148989633,0.430680642898412,1530,0.569319357101588,"1",0,8,0,"1",1,FALSE
"46","PZ 000010.3 .B8  BU 1923","PZ10.3 .B8 Bu 1923",1113610,"ALDERMAN",1923,"Buster Bear's twins,","Burgess, Thornton W. (Thornton Waldo),","X001863066","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,1,3,1,3973,3,0.000358851674641148,0.265384921150338,0.907042410950973,-0.230489048472746,-0.253047131285017,0.422632557995781,-0.358146428458448,0.55175785169621,0.694702702807263,0.138769375551664,2507,0.861230624448336,"0",1,3,0,"0",1,FALSE
"47","PZ 000010.3 .B8  HA 1920","PZ10.3 .B8 Ha 1920",1619691,"ALDERMAN",1920,"Happy Jack /","Burgess, Thornton W. (Thornton Waldo),","X001307796","STACKS","STACKS","BOOK","6/30/96","7/3/08",0,0,0,3,1,3973,3,0.000358894604617777,0.283032948458253,0.906693207922039,-0.230489048472746,-0.253047131285017,0.422632557995781,-0.35813355333581,0.549805844389923,0.474276815541089,0.136714840668739,2523,0.863285159331261,"0",0,3,0,"0",1,FALSE
"48","PZ 000010.3 .B8  M 1915B","PZ10.3 .B8 M 1915b",2225688,"ALDERMAN",1915,"Mother West Wind ""why"" stories /","Burgess, Thornton W. (Thornton Waldo),","X002315172","STACKS","STACKS","BOOK","7/1/96","2/14/18",0,0,2,5,1,460,5,0.000598229241445322,0.312446327304778,0.906344004893104,-0.050756744564003,-0.253047131285017,-1.07136558649143,-0.286354739497923,0.79378873356825,0.569110212381929,0.450616154653565,1478,0.549383845346435,"1",2,5,0,"1",1,FALSE
"49","PZ 000010.3 .B8  MI 1920","PZ10.3 .B8 Mi 1920",1113612,"ALDERMAN",1919,"Mrs. Peter Rabbit,","Burgess, Thornton W. (Thornton Waldo),","X000311990","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,2,1,3973,2,0.000239234449760766,0.288915624227558,0.907042410950973,-0.320355200427118,-0.253047131285017,0.422632557995781,-0.394020811833557,0.566193208735206,0.890686305006966,0.125763717841879,2621,0.874236282158121,"0",0,2,0,"0",1,FALSE
"50","PZ 000010.3 .B8  MOH 1941","PZ10.3 .B8 Moh 1941",794083,"ALDERMAN",1941,"Mother West Wind ""when"" stories,","Burgess, Thornton W. (Thornton Waldo),","X001407105","STACKS","STACKS","BOOK","6/29/96","7/2/15",0,0,0,13,1,1418,13,0.00155502392344498,0.159496757302847,0.907042410950973,0.66817247107097,-0.253047131285017,-0.663950208632408,0.000597405292639309,0.624875486404999,0.646053750067949,0.566008343856226,1331,0.433991656143774,"1",0,13,0,"1",1,FALSE
